1 151,5376
2 3358,4042,4517
3 2771,3346
4 2451,3930
5 2077,3243,5953
6 715,3853,3885
7 695,2916
8 3119,4447
9 1245,1599
10 2617,3315
11 3260,3562,3729,5167
12 580,4354
13 15,4734
14 533,5990
15 2054,3408,4609
16 1291,3957
17 1100,5054
18 1311,3279
19 1004,3607
20 1755,5641
21 970,5699,5954
22 2263,5550
23 3560,4472
24 1922,2102
25 1880,4598
26 1294,5688
27 2002,2885
28 2466,4291,5452
29 530,1426,5511
30 3095,4485
31 1780,5172
32 3204,4373
33 3281,4922
34 1097,4194
35 2777,5636
36 3338,4373
37 4611,4772
38 817,1943
39 1497,1974,4543
40 2985,5256
41 3331,3654,4821
42 2424,3800
43 202,5858
44 971,3816
45 5141,5593
46 1274,2978
47 151,4333
48 1597,3622
49 3626,4138
50 3538,4681
51 1088,1777
52 1132,5118
53 2116,2875
54 1340,2231,5063
55 10,3490,5736
56 2060,4124
57 550,3706
58 3643,4303
59 424,3098,5091
60 151,5757
61 281,1922
62 872,1362
63 220,1273,5621
64 1306,3922,3965
65 591,2404
66 955,5161
67 2010,2344
68 415,712,1597
69 273,288
70 116,5000
71 514,4790
72 609,4524
73 3782,4107
74 1001,4481
75 626,5269
76 3361,5026
77 945,5623
78 1228,1354,4499
79 863,3128
80 2231,3889
81 3269,4107
82 231,2753
83 1105,1322
84 733,2771
85 4009,5574
86 295,1988,4489
87 82,922
88 2882,3716
89 118,1671
90 476,2319
91 2154,4447
92 3681,5558,5605
93 660,1182
94 4224,4335
95 2060,5422
96 1105,4979
97 2462,5740
98 533,3612
99 2126,5413
100 190,5326
101 3853,5429
102 275,693
103 567,1130
104 277,5074
105 952,2787
106 2866,4786
107 352,1164,5717
108 5497,5874
109 368,2966,4958
110 53,4054
111 3309,3992,5585
112 1109,1440
113 1281,2944
114 1451,4438
115 1794,2926,5282
116 293,1253
117 3560,5886
118 3023,4626
119 3975,3999
120 1472,4637
121 4453,5847
122 943,1255
123 5824,5887
124 765,4784
125 713,5915
126 1618,1820
127 216,1155
128 2201,5457
129 109,791
130 1396,5401
131 2100,4658,4718
132 1261,4072
133 1505,5317
134 390,4169
135 5349,5761
136 2077,4498,4729
137 1658,2814
138 3842,4674
139 539,5061
140 3510,5723
141 3202,4951
142 872,3940
143 1369,2796,3473
144 1263,3178
145 711,3679,5795,5826
146 1698,3998,5338
147 4802,5866
148 2038,4096
149 1648,4179
150 2376,3454,5364,5677
151 1120,4459
152 656,1701
153 1903,5619
154 4786,4973
155 5107,5208
156 3026,5646
157 3159,3695
158 3683,4128
159 2741,3191
160 1672,3471
161 3086,3720
162 1047,5634
163 1297,5251
164 4484,4680
165 3641,5277,5626
166 1136,1151
167 1613,4117,5682
168 438,716,2316,5801
169 1533,4472
170 1428,1835
171 4425,4868
172 96,4523
173 1613,5892
174 1899,3644
175 2225,3140
176 308,839,912
177 524,2596
178 1094,2996
179 1701,5385
180 786,4829
181 845,1181
182 1389,3569
183 2124,3362
184 216,2201,2344
185 333,3639
186 1836,3462
187 5267,5955
188 302,4865
189 1650,4602
190 4362,4784
191 3641,4499
192 2105,2711
193 1340,3155
194 662,2575
195 3847,4064,5352
196 3676,5759
197 2425,3695
198 4470,5787
199 1574,2010
200 4865,5679
201 1443,1837
202 3213,5131
203 3026,4747
204 300,935,1860,4948
205 1139,2793,5710
206 3546,3718
207 4948,5090,5265
208 2225,5265
209 139,1266,3491,5369
210 2679,2802
211 295,3290,3475
212 190,5599
213 1753,5791
214 1958,3051
215 1803,4736
216 2172,4292
217 689,5539
218 4320,5335
219 3791,4406
220 4190,4313
221 2042,3279
222 4312,5480
223 695,3367
224 4217,5975
225 406,4823
226 1631,5136
227 4485,5915
228 667,1179
229 493,3271,5312
230 1091,4377
231 3356,3579,3761
232 338,929,1599,2124
233 1362,1579
234 2544,5758
235 392,4534
236 326,1380
237 1980,2837,4437,4918
238 2073,3441,3985
239 157,1342
240 1692,4579,5543
241 1611,2085,3513
242 1650,3065
243 5634,5847
244 772,1902,3751
245 2215,2806
246 1881,3217
247 3045,5222
248 3183,3615
249 4384,5715
250 3481,3565
251 2808,4510
252 2058,2212
253 808,1833
254 1585,4234
255 739,3558
256 127,5227
257 285,424,3390
258 678,820
259 1235,3227
260 3129,4821
261 1635,2173,3435,5002
262 1780,5403
263 2134,5761
264 26,3365
265 2928,5362
266 915,2737
267 163,5424
268 225,2528
269 1182,4658
270 737,5848
271 2850,5015
272 2323,3561
273 1068,4654
274 404,1694
275 103,5558
276 1040,2928,3371
277 402,2825
278 187,1616
279 319,2818
280 3058,3759
281 1184,4932
282 3503,3728
283 91,3216
284 2832,3560
285 439,1983,5277
286 1196,4250
287 2233,3371
288 536,5790
289 2500,3217
290 726,1112
291 2380,4302
292 1086,1716,2402
293 1944,2212
294 355,1812,5452
295 329,4283
296 1073,3389
297 1824,4520
298 710,4002
299 1680,5787
300 3630,4689
301 674,5211
302 4290,5522
303 2303,3942,4490
304 1053,1879
305 1273,4902
306 1767,2692
307 985,5518
308 550,570,6000
309 1173,4168
310 1074,4022,4286
311 38,2288
312 2994,3999
313 2575,5327
314 3737,4708
315 2383,4748
316 3380,5364
317 955,3414,5426
318 2177,5811
319 148,2222,2478
320 3715,4280
321 1182,1220
322 3130,6003
323 1937,3453
324 1218,5761
325 1227,1389
326 3416,4914
327 2077,2691
328 957,4884
329 259,1492
330 3816,5778
331 2465,5576
332 218,3916
333 5934,5954
334 1422,4593
335 3004,5225
336 235,4005
337 4906,6033
338 4557,5888
339 1484,3610
340 698,1655
341 2119,5451
342 1306,3344
343 1957,4635
344 1567,5621
345 3014,4219
346 1793,2148,5911
347 2259,4546
348 1904,2068,5457
349 5321,5991
350 3778,5625
351 90,2595,3200
352 1193,2536
353 2566,4085,5649
354 2254,3811
355 1263,5889
356 3259,4058,4149
357 199,1845
358 3704,5950
359 3250,5087
360 679,1497
361 788,2972
362 558,1854,3346
363 292,3717
364 4023,4921
365 1556,2462
366 2761,4932
367 3790,5482
368 531,669,859
369 4854,5096
370 3579,5128
371 979,1803
372 5078,5744
373 5473,5599
374 4578,5677
375 1623,3931
376 27,4227
377 1426,1958,3267
378 3246,4344
379 1053,1812,2804
380 3991,4169
381 59,5437
382 1034,4070
383 2348,3203
384 710,1343,4979
385 1344,4543
386 1088,1117,1675,5225,5654
387 3503,4104
388 1542,2555,3271
389 3684,3761
390 3072,5705
391 1193,4728
392 1051,1266,2076
393 732,5574
394 5571,6036
395 1087,2751
396 1972,2223
397 3157,4626
398 1483,3920
399 1004,1128,3978
400 897,2116,4953
401 1415,3138
402 1873,5008
403 1758,4780
404 975,3867
405 3842,4995,5482
406 1962,5342
407 5008,5113
408 1648,4490
409 1094,2265
410 3493,4013
411 2900,3657
412 2551,5099
413 1962,2071
414 916,5623
415 3910,4966
416 2208,3624,6010
417 4532,5952
418 4021,4452
419 531,732
420 204,3464
421 1387,1974
422 2233,2659
423 45,4621
424 5367,5432
425 1586,2848
426 238,2303
427 2756,4796,5720
428 829,4446
429 1513,4673,5734
430 2038,2349
431 1543,4841
432 2856,3717
433 335,2244
434 1746,2168
435 3539,4524
436 4016,4458
437 2849,5636
438 4510,5536,6036
439 2991,5329
440 1484,4233
441 1140,5930
442 5019,5639
443 744,4334
444 2242,2389,5131
445 1447,3439,5809
446 699,1841,2629
447 1354,5197
448 2263,5450
449 1870,5775
450 1635,1820,3845
451 2968,5211
452 261,3618,3842,4438
453 3526,4050
454 1179,2968
455 801,1216
456 3842,3927,5605
457 3353,5556
458 730,4072
459 885,1244,4007
460 1884,3824,3887
461 2943,3195
462 990,1184,3054
463 1141,3272,4058,5960
464 3713,5337
465 272,588
466 1666,3613
467 1717,4269,4437
468 655,5057
469 1519,4497
470 1483,1696,4535,4862
471 96,2726
472 4386,4800
473 4083,4854,5014
474 1949,3434
475 3414,3630
