151 24 0 977293609
151 29 1 977292876
151 32 1 977292876
151 172 0 977294107
151 173 0 977294057
151 185 0 977294057
151 223 1 977295649
151 327 0 977294085
151 338 0 977294030
151 379 1 977294030
151 480 0 977293174
151 541 1 977294575
151 589 1 977292876
151 610 1 977294876
151 671 1 977293307
151 748 0 977293609
151 780 1 977293234
151 788 0 977293307
151 849 0 977294085
151 1097 1 977294726
151 1100 0 977292484
151 1127 1 977294726
151 1129 0 977294768
151 1175 1 977292876
151 1196 1 977294575
151 1199 1 977294575
151 1200 1 977294575
151 1210 0 977294575
151 1240 1 977294575
151 1270 1 977292531
151 1291 1 977292531
151 1320 1 977293609
151 1374 1 977294726
151 1375 0 977294876
151 1391 1 977293710
151 1527 1 977293174
151 1580 0 977293174
151 1584 1 977293174
151 1653 1 977293174
151 1676 0 977293234
151 1748 0 977293234
151 1779 0 977293609
151 1831 0 977293711
151 1876 1 977293307
151 2011 0 977294818
151 2041 1 977295650
151 2117 1 977294818
151 2140 1 977294768
151 2147 1 977295650
151 2407 1 977294818
151 2450 0 977294914
151 2455 1 977294726
151 2571 1 977292876
151 2572 1 977295204
151 2628 1 977292484
151 2642 0 977294914
151 2672 0 977294107
151 2683 1 977295314
151 2710 1 977295405
151 2718 1 977292484
151 2858 1 977295204
151 2908 1 977295455
151 2953 0 977292531
151 2968 0 977294575
151 2976 1 977295455
151 2985 1 977294726
151 2986 1 977294030
151 2997 1 977295405
151 3005 0 977295455
151 3156 1 977294030
151 3179 1 977295314
151 3527 0 977294726
151 3534 1 977295204
151 3688 0 977292531
151 3698 1 977294818
151 3703 1 977294575
151 3704 0 977294726
151 3793 1 977294175
151 3802 0 977294030
151 3948 1 977292484
2451 1250 1 977944107
2451 1693 1 977333936
2451 1997 1 977943951
2451 2572 0 977333845
2451 3510 0 977333772
2451 3578 1 977943859
2451 3617 0 977944379
2451 3755 0 977333697
2451 3793 0 977333728
1599 110 1 977581617
1599 3793 0 977317953
533 1 1 976295615
533 10 1 976230564
533 15 0 976231099
533 45 0 976299705
533 101 1 976299581
533 172 0 976231057
533 223 1 976299647
533 303 0 976230431
533 368 1 976299606
533 380 0 976230365
533 438 0 976231119
533 474 0 976230294
533 507 0 976230411
533 533 0 976230640
533 551 1 976299509
533 673 0 976233211
533 733 0 976230365
533 736 0 976230601
533 836 0 976233198
533 849 1 976233177
533 996 0 976230617
533 1019 0 976231234
533 1031 1 976231234
533 1037 0 976230686
533 1047 0 976230365
533 1100 0 976231002
533 1129 1 976230294
533 1257 0 976299554
533 1259 1 976231191
533 1270 1 976295602
533 1371 0 976230657
533 1372 1 976230294
533 1376 1 976230294
533 1388 0 976230979
533 1389 0 976231133
533 1391 0 976230453
533 1517 1 976299581
533 1556 0 976231148
533 1562 0 976231099
533 1586 0 976230617
533 1597 0 976230564
533 1772 0 976231057
533 1784 1 976296202
533 1785 1 976230366
533 1831 1 976230717
533 1882 0 976231099
533 1917 0 976230686
533 2011 1 976299647
533 2041 0 976230411
533 2058 0 976230331
533 2124 0 976299495
533 2153 0 976231057
533 2193 1 976230411
533 2194 1 976230262
533 2253 0 976231026
533 2273 1 976230431
533 2302 1 976299680
533 2376 0 976230586
533 2402 0 976231026
533 2403 0 976230704
533 2404 0 976231057
533 2405 0 976230657
533 2411 0 976231026
533 2414 0 976230366
533 2422 0 976233290
533 2450 0 976233275
533 2468 0 976231002
533 2471 0 976233254
533 2527 0 976230391
533 2529 1 976230262
533 2616 0 976230640
533 2628 0 976230548
533 2640 0 976230331
533 2700 1 976299509
533 2701 0 976231069
533 2723 1 976230586
533 2867 1 976299660
533 2915 0 976296189
533 2916 0 976230311
533 2944 1 976230227
533 2947 1 976230294
533 2948 1 976230294
533 2986 0 976230640
533 2990 0 976230391
533 2993 1 976230391
533 3037 1 976296216
533 3070 0 976299680
533 3086 1 976299731
533 3087 1 976299731
533 3104 1 976230246
533 3210 1 976296177
533 3256 0 976230331
533 3257 0 976230601
533 3265 1 976230211
533 3363 1 976299481
533 3439 0 976230704
533 3448 0 976299755
533 3489 0 976233239
533 3578 1 976230294
533 3633 1 976230311
533 3635 1 976230366
533 3639 1 976230391
533 3693 0 976299606
533 3704 0 976230453
533 3760 1 976299567
1291 3535 0 977116529
1291 3820 0 977116362
1426 318 1 977327022
1426 628 1 977327262
1426 933 1 977326783
1426 1186 0 977327206
1426 1225 0 977327071
1426 1242 1 977327071
1426 1246 1 977327337
1426 1271 0 977327291
1426 1293 0 977327098
1426 1302 1 977327291
1426 1674 0 977327262
1426 1961 0 977327229
1426 2019 1 977327071
1426 2194 1 977327291
1426 2501 0 977327098
1426 3071 0 977327291
1426 3098 0 977327121
1426 3360 0 977327337
1426 3471 1 977327206
1426 3484 0 977327436
1426 3578 1 977855141
1426 3723 0 977327355
1780 208 0 977094394
1780 517 0 977070700
1780 551 0 977072999
1780 586 0 977091794
1780 733 0 977072271
1780 780 0 977092599
1780 1027 0 977094452
1780 1031 0 977093411
1780 1208 1 977094609
1780 1278 1 977092280
1780 1513 0 977072817
1780 1588 0 977091484
1780 1693 1 977152775
1780 1707 0 977091794
1780 1777 0 977091590
1780 1810 0 977072889
1780 1931 0 977091659
1780 2028 1 977071387
1780 2108 0 977094247
1780 2174 0 977092062
1780 2321 1 977070578
1780 2421 0 977092217
1780 2539 0 977092087
1780 2605 0 977072193
1780 2953 0 977091794
1780 3107 0 977094520
1780 3257 0 977091735
1780 3362 0 977092477
1780 3751 1 976658967
5172 1 0 977084758
5172 17 0 977085102
5172 21 1 977084820
5172 32 1 977085154
5172 34 1 977084633
5172 36 1 977085291
5172 58 0 977085324
5172 110 0 977085343
5172 194 1 977085291
5172 223 0 977084758
5172 224 0 977084885
5172 235 0 977084820
5172 293 1 977085244
5172 296 0 977085066
5172 307 1 977085066
